event_id,event_date,group,event_type,event_name,source_url,verified_on,date_basis,notes,source_url_2,event_day,date,gfn_reviews_count,gfn_sentiment_score,gfn_avg_rating,gfn_negative_share,gfn_one_star_share,period,eligible,pre_sentiment,pre_rating,pre_negative_share,pre_one_star_share,abnormal_sentiment,abnormal_rating,abnormal_negative_share,abnormal_one_star_share
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-18,2020-08-14,7,0.3406428571428571,3.7142857142857135,0.1428571428571428,0.1428571428571428,earlier_pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.027206323185011816,-0.17096018735363083,-0.004683840749414581,-0.004683840749414581
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-17,2020-08-15,3,0.488,3.333333333333333,0.0,0.3333333333333333,earlier_pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.12015081967213109,-0.5519125683060113,-0.14754098360655737,0.18579234972677594
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-16,2020-08-16,4,0.162175,4.5,0.25,0.0,earlier_pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.20567418032786888,0.6147540983606556,0.10245901639344263,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-15,2020-08-17,5,0.43536,3.6,0.2,0.2,earlier_pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.06751081967213113,-0.28524590163934427,0.05245901639344264,0.05245901639344264
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-14,2020-08-18,6,0.5671,3.6666666666666665,0.1666666666666666,0.1666666666666666,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.19925081967213115,-0.21857923497267784,0.019125683060109228,0.019125683060109228
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-13,2020-08-19,7,0.1372714285714285,3.857142857142857,0.1428571428571428,0.2857142857142857,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.2305777517564404,-0.02810304449648715,-0.004683840749414581,0.13817330210772832
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-12,2020-08-20,4,0.765225,4.75,0.0,0.0,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.39737581967213115,0.8647540983606556,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-11,2020-08-21,3,-0.0225,2.6666666666666665,0.3333333333333333,0.0,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.3903491803278689,-1.2185792349726778,0.18579234972677594,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-10,2020-08-22,2,0.68575,4.5,0.0,0.0,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.3179008196721311,0.6147540983606556,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-9,2020-08-23,9,0.5164333333333333,4.777777777777778,0.0,0.0,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.1485841530054644,0.8925318761384333,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-8,2020-08-24,3,0.4780666666666666,3.6666666666666665,0.0,0.3333333333333333,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.11021748633879769,-0.21857923497267784,-0.14754098360655737,0.18579234972677594
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-7,2020-08-25,4,0.3657249999999999,4.0,0.25,0.0,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.0021241803278689853,0.11475409836065564,0.10245901639344263,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-6,2020-08-26,5,0.4130399999999999,3.8,0.2,0.0,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.04519081967213101,-0.08524590163934453,0.05245901639344264,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-5,2020-08-27,4,0.30935,3.75,0.25,0.25,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.05849918032786888,-0.13524590163934436,0.10245901639344263,0.10245901639344263
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-4,2020-08-28,6,0.08145,3.0,0.3333333333333333,0.5,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.28639918032786893,-0.8852459016393444,0.18579234972677594,0.3524590163934426
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-3,2020-08-29,3,0.0847333333333333,3.0,0.3333333333333333,0.3333333333333333,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.2831158469945356,-0.8852459016393444,0.18579234972677594,0.18579234972677594
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-2,2020-08-30,2,0.31925,4.0,0.0,0.0,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.04859918032786892,0.11475409836065564,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,-1,2020-08-31,3,0.4938,4.333333333333333,0.0,0.0,pre,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.12595081967213112,0.4480874316939887,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,0,2020-09-01,6,0.3857833333333333,4.5,0.0,0.0,announcement_day,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.017934153005464415,0.6147540983606556,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,1,2020-09-02,3,0.6553,3.0,0.0,0.3333333333333333,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.2874508196721311,-0.8852459016393444,-0.14754098360655737,0.18579234972677594
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,2,2020-09-03,6,0.4229166666666666,3.333333333333333,0.1666666666666666,0.3333333333333333,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.05506748633879771,-0.5519125683060113,0.019125683060109228,0.18579234972677594
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,3,2020-09-04,3,0.2626333333333333,3.333333333333333,0.3333333333333333,0.3333333333333333,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.10521584699453562,-0.5519125683060113,0.18579234972677594,0.18579234972677594
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,4,2020-09-05,1,0.0,4.0,0.0,0.0,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.3678491803278689,0.11475409836065564,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,5,2020-09-06,9,0.2570777777777778,2.888888888888889,0.2222222222222222,0.4444444444444444,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.1107714025500911,-0.9963570127504555,0.07468123861566484,0.29690346083788705
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,6,2020-09-07,3,-0.3671999999999999,2.0,0.6666666666666666,0.6666666666666666,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.7350491803278688,-1.8852459016393444,0.5191256830601092,0.5191256830601092
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,7,2020-09-08,3,0.3143666666666667,3.6666666666666665,0.0,0.3333333333333333,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.05348251366120221,-0.21857923497267784,-0.14754098360655737,0.18579234972677594
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,8,2020-09-09,5,0.6656599999999999,4.6,0.0,0.0,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.297810819672131,0.7147540983606553,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,9,2020-09-10,8,0.3365625,3.75,0.0,0.0,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.03128668032786891,-0.13524590163934436,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,10,2020-09-11,6,0.3148833333333333,4.666666666666667,0.0,0.0,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.052965846994535604,0.7814207650273226,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,11,2020-09-12,10,0.33415,3.0,0.2,0.4,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.033699180327868894,-0.8852459016393444,0.05245901639344264,0.25245901639344265
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,12,2020-09-13,5,-0.15846,2.4,0.6,0.4,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.5263091803278689,-1.4852459016393444,0.4524590163934426,0.25245901639344265
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,13,2020-09-14,2,0.83385,5.0,0.0,0.0,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,0.4660008196721311,1.1147540983606556,-0.14754098360655737,-0.14754098360655737
rtx30,2020-09-01,NVIDIA hardware,gpu_generation,RTX 30 series,https://nvidianews.nvidia.com/news/nvidia-delivers-greatest-ever-generational-leap-in-performance-with-geforce-rtx-30-series-gpus,2026-09-20,Official announcement publication date (day-level),"Hardware context, not an untreated control; includes a GeForce NOW promotional bundle.",,14,2020-09-15,9,0.3199666666666667,4.333333333333333,0.2222222222222222,0.1111111111111111,post,True,0.3678491803278689,3.8852459016393444,0.14754098360655737,0.14754098360655737,-0.04788251366120222,0.4480874316939887,0.07468123861566484,-0.03642987249544627
priority,2021-03-18,GFN,membership,Priority membership,https://blogs.nvidia.com/blog/geforce-now-priority/,2026-09-20,Official announcement publication date (day-level),New membership pricing plus Founders-for-Life and streaming-client updates.,,-28,2021-02-18,8,0.3074875,2.5,0.0,0.375,earlier_pre,True,0.24755625,3.5625,0.125,0.2708333333333333,0.05993125000000002,-1.0625,-0.125,0.10416666666666669
priority,2021-03-18,GFN,membership,Priority membership,https://blogs.nvidia.com/blog/geforce-now-priority/,2026-09-20,Official announcement publication date (day-level),New membership pricing plus Founders-for-Life and streaming-client updates.,,-27,2021-02-19,4,-7.500000000000562e-05,2.0,0.25,0.75,earlier_pre,True,0.24755625,3.5625,0.125,0.2708333333333333,-0.24763125000000002,-1.5625,0.125,0.4791666666666667
priority,2021-03-18,GFN,membership,Priority membership,https://blogs.nvidia.com/blog/geforce-now-priority/,2026-09-20,Official announcement publication date (day-level),New membership pricing plus Founders-for-Life and streaming-client updates.,,-26,2021-02-20,1,0.0,5.0,0.0,0.0,earlier_pre,True,0.24755625,3.5625,0.125,0.2708333333333333,-0.24755625,1.4375,-0.125,-0.2708333333333333
priority,2021-03-18,GFN,membership,Priority membership,https://blogs.nvidia.com/blog/geforce-now-priority/,2026-09-20,Official announcement publication date (day-level),New membership pricing plus Founders-for-Life and streaming-client updates.,,-25,2021-02-21,9,0.3330666666666666,3.111111111111111,0.2222222222222222,0.3333333333333333,earlier_pre,True,0.24755625,3.5625,0.125,0.2708333333333333,0.08551041666666662,-0.45138888888888884,0.09722222222222221,0.0625
priority,2021-03-18,GFN,membership,Priority membership,https://blogs.nvidia.com/blog/geforce-now-priority/,2026-09-20,Official announcement publication date (day-level),New membership pricing plus Founders-for-Life and streaming-client updates.,,-24,2021-02-22,4,-0.14965,2.25,0.5,0.25,earlier_pre,True,0.24755625,3.5625,0.125,0.2708333333333333,-0.39720625,-1.3125,0.375,-0.020833333333333315
priority,2021-03-18,GFN,membership,Priority membership,https://blogs.nvidia.com/blog/geforce-now-priority/,2026-09-20,Official announcement publication date (day-level),New membership pricing plus Founders-for-Life and streaming-client updates.,,-23,2021-02-23,6,0.3769166666666666,3.0,0.1666666666666666,0.5,earlier_pre,True,0.24755625,3.5625,0.125,0.2708333333333333,0.12936041666666662,-0.5625,0.0416666666666666,0.22916666666666669
priority,2021-03-18,GFN,membership,Priority membership,https://blogs.nvidia.com/blog/geforce-now-priority/,2026-09-20,Official announcement publication date (day-level),New membership pricing plus Founders-for-Life and streaming-client updates.,,-22,2021-02-24,6,0.3960833333333333,3.6666666666666665,0.0,0.0,earlier_pre,True,0.24755625,3.5625,0.125,0.2708333333333333,0.14852708333333328,0.10416666666666652,-0.125,-0.2708333333333333
priority,2021-03-18,GFN,membership,Priority membership,https://blogs.nvidia.com/blog/geforce-now-priority/,2026-09-20,Official announcement publication date (day-level),New membership pricing plus Founders-for-Life and streaming-client updates.,,-21,2021-02-25,5,0.22698,3.4,0.2,0.4,earlier_pre,True,0.24755625,3.5625,0.125,0.2708333333333333,-0.020576250000000018,-0.1625000000000001,0.07500000000000001,0.1291666666666667
priority,2021-03-18,GFN,membership,Priority membership,https://blogs.nvidia.com/blog/geforce-now-priority/,2026-09-20,Official announcement publication date (day-level),New membership pricing plus Founders-for-Life and streaming-client updates.,,-20,2021-02-26,1,-0.959,1.0,1.0,1.0,earlier_pre,True,0.24755625,3.5625,0.125,0.2708333333333333,-1.20655625,-2.5625,0.875,0.7291666666666667
priority,2021-03-18,GFN,membership,Priority membership,https://blogs.nvidia.com/blog/geforce-now-priority/,2026-09-20,Official announcement publication date (day-level),New membership pricing plus Founders-for-Life and streaming-client updates.,,-19,2021-02-27,4,0.3021749999999999,4.0,0.25,0.25,earlier_pre,True,0.24755625,3.5625,0.125,0.2708333333333333,0.05461874999999991,0.4375,0.125,-0.020833333333333315
